"","SiteCode","p","J","S","DA","k","quantil_p","kernel_type","kernel_code","dist_0","d","txt.file"
"971","RScach1",0.151225472114475,1547,30,1547,0.4,"1oT","laplace","2",2.54246418090461,3.23855487480827,"ref624_RS_974.txt"
"972","BAlenc4",0.159514416903022,893,61,866.990291262136,0.4,"1oT","laplace","2",3.396197069558,4.34905265285259,"ref1420_BA_2286.txt"
"973","PRrico3",0.169853953773957,1143,39,1143,0.4,"1oT","laplace","2",2.95785503138705,3.78420553531102,"ref2686_PR_4170.txt"
"974","PRtiba1",0.181441319632234,1482,117,1482,0.4,"1oT","laplace","2",2.59762166733066,3.30561310171653,"ref347_PR_571.txt"
"975","PRrico1",0.189679150380924,1018,64,1018,0.4,"1oT","laplace","2",3.13419570403611,3.9938466995813,"ref1159_PR_1776.txt"
"976","PEmata2",0.21628955738904,1076,75,1076,0.4,"1oT","laplace","2",3.04855380424846,3.89208981353705,"ref1617_PE_2549.txt"
"977","MGvico16",0.21847289239375,1653,91,1653,0.4,"1oT","laplace","2",2.45959483971641,3.15808383537085,"ref257_MG_348.txt"
"978","PRrico2",0.226305520677815,961,34,961,0.4,"1oT","laplace","2",3.2258064516129,4.11646990886143,"ref1359_PR_2196.txt"
"979","MGvico1",0.23259121186371,1825,93,1825,0.4,"1oT","laplace","2",2.34082294392261,2.98581475249625,"ref224_MG_307.txt"
"980","MGuberl1",0.234288719011765,1379,87,1253.63636363636,0.4,"1oT","laplace","2",2.82432200338865,3.61712612032286,"ref76_MG_87.txt"
"981","RSmaqu4",0.310748079531233,1531,85,1531,0.4,"1oT","laplace","2",2.55571489830357,3.26087253473355,"ref658_RS_1017.txt"
"982","MGvico8",0.313668812302999,2303,195,2303,0.4,"1oT","laplace","2",2.08378559282707,2.66503932284444,"ref2419_MG_3585.txt"
"983","RScamb1",0.327940858999573,1178,42,1178,0.4,"1oT","laplace","2",2.91358273374033,3.74883992289172,"ref1183_RS_1928.txt"
"984","PRdiam3",0.328788995096578,1124,74,1040.74074074074,0.4,"1oT","laplace","2",3.09976465643231,3.98778550878914,"ref1327_PR_2157.txt"
"985","PRvent",0.340772625042584,1241,101,1241,0.4,"1oT","laplace","2",2.8386647790183,3.62455264889618,"ref462_PR_743.txt"
"986","RSsmar2",0.36114979447901,1427,58,1427,0.4,"1oT","laplace","2",2.64720767589686,3.36104281593351,"ref678_RS_1041.txt"
"987","SPeec4",0.37843888158286,1212,84,1212,0.4,"1oT","laplace","2",2.87242494810713,3.68191260976742,"ref2561_SP_3863.txt"
"988","PRsapo",0.425074364521363,1480,122,1480,0.4,"2oT","laplace","2",2.59937622455018,3.30641839726819,"ref348_PR_572.txt"
"989","PRdiam2",0.448393813206425,1146,84,1091.42857142857,0.4,"2oT","laplace","2",3.02692974231671,3.86707768500863,"ref454_PR_732.txt"
"990","RSfaxi",0.470118159409467,1211,74,1211,0.4,"2oT","laplace","2",2.87361067569039,3.67431153622615,"ref639_RS_990.txt"
"991","RSsetape",0.493985431841831,1733,45,1733,0.4,"2oT","laplace","2",2.40215329446032,3.06486595900548,"ref740_RS_1123.txt"
"992","SCorle",0.528689726683852,1938,112,1938,0.4,"2oT","laplace","2",2.27155425212127,2.91045477848558,"ref832_SC_1251.txt"
"993","SCside4",0.535403772264882,1421,98,1421,0.4,"2oT","laplace","2",2.65279054538646,3.37551291107049,"ref2715_SC_4218.txt"
"994","RScama",0.559289827066303,2236,69,2236,0.4,"2oT","laplace","2",2.11477467218907,2.70165849637131,"ref619_RS_969.txt"
"995","SPpesm6",0.629775694761977,1891,87,1891,0.4,"2oT","laplace","2",2.29961024909137,2.93248523040838,"ref1059_SP_1682.txt"
"996","PRtele",0.633149366825626,1040,105,1040,0.4,"2oT","laplace","2",3.10086836473021,3.96247166758137,"ref355_PR_580.txt"
"997","PEsvfer",0.636673590338369,1288,91,1288,0.4,"2oT","laplace","2",2.78639106287676,3.56668521496035,"ref1496_PE_2392.txt"
"998","RSmorr1",0.658177286403532,2810,109,2810,0.4,"2oT","laplace","2",1.88645669476136,2.39813233481642,"ref684_RS_1047.txt"
"999","SPpesmA",0.658259844116084,1670,84,1670,0.4,"2oT","laplace","2",2.44704392116198,3.13177271088824,"ref934_SP_1436.txt"
"1000","RSvsol",0.666613829015203,1855,55,1855,0.4,"2oT","laplace","2",2.32181730106286,2.98020808243205,"ref618_RS_968.txt"
"1001","SPeec5",0.67888901166382,1107,74,1107,0.4,"2oT","laplace","2",3.00556544889144,3.82534382859217,"ref2561_SP_3864.txt"
"1002","SCside1",0.680355725623583,1413,111,1413,0.4,"2oT","laplace","2",2.66028961489207,3.39563692092625,"ref2572_SC_3878.txt"
"1003","RSpet1",0.722472122747256,826,69,826,0.4,"2oT","laplace","2",3.47944500319611,4.46178723561766,"ref677_RS_1040.txt"
"1004","SCside",0.72254784514244,1712,105,1712,0.4,"2oT","laplace","2",2.41684122261416,3.0888314513522,"ref813_SC_1230.txt"
"1005","MGarap1",0.728749442631224,2080,92,2080,0.4,"2oT","laplace","2",2.19264504826757,2.81300805010655,"ref238_MG_321.txt"
"1006","RSsini",0.73052961024989,1024,69,1024,0.4,"2oT","laplace","2",3.125,4.0063393485015,"ref741_RS_1124.txt"
"1007","SPeec1",0.743179321289062,12105,144,1182.12890625,0.4,"2oT","laplace","2",2.90849004346246,3.70242936671374,"ref936_SP_1440.txt"
"1008","BAuruc",0.769444718591026,1784,230,1784,0.4,"2oT","laplace","2",2.36756861905189,3.0219277672929,"ref1425_BA_2296.txt"
"1009","SPcara3",0.773104012947153,1674,130,1674,0.4,"2oT","laplace","2",2.44411858368922,3.11801748341261,"ref1124_SP_1704.txt"
"1010","MGperd1",0.806018045548929,2965,127,2470.83333333333,0.4,"2oT","laplace","2",2.01176975271592,2.59106585798748,"ref2564_MG_3870.txt"
"1011","SPcara1",0.850156308651023,2127,171,2127,0.4,"2oT","laplace","2",2.16828444900803,2.76023908458343,"ref1124_SP_1703.txt"
"1012","BAjuss",0.859421049020215,1198,182,1198,0.4,"2oT","laplace","2",2.88915998328494,3.70356073537656,"ref1426_BA_2297.txt"
"1013","SCilho2",0.884932951426624,1738,157,1738,0.4,"3oT","laplace","2",2.39869546440458,3.06122093383507,"ref847_SC_1271.txt"
"1014","PRanto5",0.896644888231427,1753,124,1753,0.4,"3oT","laplace","2",2.38841088596216,3.05719219178127,"ref2714_PR_4207.txt"
"1015","SCilho",0.899939351991448,1169,135,1169,0.4,"3oT","laplace","2",2.92477690287062,3.71964431063195,"ref842_SC_1266.txt"
"1016","PRanto6",0.906465210449369,1665,128,1665,0.4,"3oT","laplace","2",2.45071540697936,3.13227227646704,"ref2714_PR_4208.txt"
"1017","PRanto4",0.9079979592893,1896,119,1896,0.4,"3oT","laplace","2",2.29657606087313,2.94563158977097,"ref2714_PR_4206.txt"
"1018","SCtimbe1",0.915684800663396,3148,142,3148,0.4,"3oT","laplace","2",1.7823075144988,2.27488907699168,"ref873_SC_1327.txt"
"1019","SCvolta2",0.916842703142202,2059,78,2059,0.4,"3oT","laplace","2",2.2037982136063,2.81589258990961,"ref870_SC_1324.txt"
"1020","PRanto11",0.921209867560648,1740,99,1740,0.4,"3oT","laplace","2",2.39731650742692,3.0615650856671,"ref2714_PR_4213.txt"
"1021","PRanto10",0.923024383580357,1877,132,1877,0.4,"3oT","laplace","2",2.30817038065365,2.96571435462048,"ref2714_PR_4212.txt"
"1022","PRanto9",0.928261175571598,1594,134,1594,0.4,"3oT","laplace","2",2.50470072492812,3.19563091371448,"ref2714_PR_4211.txt"
"1023","RSrioz1",0.92867367679881,1205,76,1205,0.4,"3oT","laplace","2",2.88075600957839,3.68450633667774,"ref658_RS_1018.txt"
"1024","PRanto15",0.942009596537872,1650,140,1650,0.4,"3oT","laplace","2",2.46182981958665,3.13159140756415,"ref2714_PR_4217.txt"
"1025","PRanto8",0.955077166221669,1504,134,1504,0.4,"3oT","laplace","2",2.57855311564698,3.2898000639948,"ref2714_PR_4210.txt"
"1026","PRanto13",0.968871050376109,1673,127,1673,0.4,"3oT","laplace","2",2.4448489343954,3.14171700626806,"ref2714_PR_4215.txt"
"1027","SPpei1",0.969241860061788,3060,165,1545.45454545455,0.4,"3oT","laplace","2",2.54373509534584,3.24423697026741,"ref893_SP_1356.txt"
"1028","PRanto12",0.974966068885724,1439,143,1439,0.4,"3oT","laplace","2",2.63614687121482,3.357021031049,"ref2714_PR_4214.txt"
"1029","SCvolta1",0.975721531216037,1658,52,1658,0.4,"3oT","laplace","2",2.45588336206301,3.14649959591096,"ref848_SC_1272.txt"
"1030","SPpesmF",0.977848996135357,1360,98,1360,0.4,"3oT","laplace","2",2.7116307227332,3.457511080038,"ref928_SP_1428.txt"
"1031","SPpesmB",0.978518078724858,1076,132,1076,0.4,"3oT","laplace","2",3.04855380424846,3.87699574640851,"ref934_SP_1435.txt"
"1032","SPpesmC",0.983950458881778,1061,107,1061,0.4,"3oT","laplace","2",3.07002779922758,3.92605325019555,"ref1115_SP_1693.txt"
"1033","SPpesmD",0.988788711304557,1262,148,1262,0.4,"3oT","laplace","2",2.81494764949788,3.59127740156761,"ref926_SP_1426.txt"
"1034","SPpecb1",0.992253133238622,11507,221,1123.73046875,0.4,"3oT","laplace","2",2.98310762216623,3.81750262049332,"ref936_SP_1439.txt"
"1035","SPpesmE",0.994366533447583,1225,138,1225,0.4,"3oT","laplace","2",2.85714285714286,3.670893672184,"ref888_SP_1349.txt"
"1036","SPpesmG",0.998040177040466,1494,148,1494,0.4,"3oT","laplace","2",2.58716841902111,3.31297764155172,"ref922_SP_1420.txt"
"1037","SPpesmJ",0.999736929472974,1742,187,1742,0.4,"3oT","laplace","2",2.3959399259138,3.05553608908084,"ref923_SP_1422.txt"
"1038","SPpesmI",0.999741863075196,1963,186,1963,0.4,"3oT","laplace","2",2.25704308883094,2.88677940266557,"ref922_SP_1421.txt"
"1039","ESsoor",1,1468,226,1468,0.4,"3oT","laplace","2",2.6099787548594,3.3311761604017,"ref8_ES_10.txt"
"1040","SPpesmK",1,1796,162,1796,0.4,"3oT","laplace","2",2.35964589091504,3.01791631653363,"ref935_SP_1437.txt"
"1041","MGuberl5",0.00742437918995731,957,68,957,0.35,"1oT","laplace","2",3.23254091917618,4.62269200772283,"ref284_MG_391.txt"
"1042","MGuberl3",0.0180417237953712,975,85,975,0.35,"1oT","laplace","2",3.20256307610174,4.58054056843845,"ref89_MG_102.txt"
"1043","SCarar",0.0359928114764424,2034,26,2034,0.35,"1oT","laplace","2",2.21730035079246,3.18108269926295,"ref873_SC_1328.txt"
"1044","MGuberl7",0.0485476800383076,945,73,945,0.35,"1oT","laplace","2",3.25300024316178,4.63633927266694,"ref100_MG_118.txt"
"1045","RScach4",0.072361253275373,1095,48,1095,0.35,"1oT","laplace","2",3.0219894260775,4.3147382036439,"ref638_RS_989.txt"
"1046","RScach3",0.102843143491402,1228,71,1228,0.35,"1oT","laplace","2",2.85365072767675,4.05741347942585,"ref663_RS_1023.txt"
"1047","SPcamp1",0.103320559326545,1076,108,1076,0.35,"1oT","laplace","2",3.04855380424846,4.32875801299171,"ref986_SP_1505.txt"
"1048","RScach2",0.104325049309665,1904,48,1904,0.35,"1oT","laplace","2",2.29174624257053,3.26185378944034,"ref664_RS_1024.txt"
"1049","PEalia",0.114091406447269,595,60,595,0.35,"1oT","laplace","2",4.09960030845394,5.82308995522831,"ref1496_PE_2393.txt"
"1050","MSdour",0.116734787274334,1016,74,1016,0.35,"1oT","laplace","2",3.13727902569079,4.46266496830178,"ref2570_MS_3876.txt"
"1051","RScach1",0.151225472114475,1547,30,1547,0.35,"1oT","laplace","2",2.54246418090461,3.63538144905778,"ref624_RS_974.txt"
"1052","BAlenc4",0.159514416903022,893,61,866.990291262136,0.35,"1oT","laplace","2",3.396197069558,4.82873467562011,"ref1420_BA_2286.txt"
"1053","PRrico3",0.169853953773957,1143,39,1143,0.35,"1oT","laplace","2",2.95785503138705,4.21781038801241,"ref2686_PR_4170.txt"
"1054","PRtiba1",0.181441319632234,1482,117,1482,0.35,"1oT","laplace","2",2.59762166733066,3.71252468963977,"ref347_PR_571.txt"
"1055","PRrico1",0.189679150380924,1018,64,1018,0.35,"1oT","laplace","2",3.13419570403611,4.46812559366141,"ref1159_PR_1776.txt"
"1056","PEmata2",0.21628955738904,1076,75,1076,0.35,"1oT","laplace","2",3.04855380424846,4.34410532884828,"ref1617_PE_2549.txt"
"1057","MGvico16",0.21847289239375,1653,91,1653,0.35,"1oT","laplace","2",2.45959483971641,3.51015925738457,"ref257_MG_348.txt"
"1058","PRrico2",0.226305520677815,961,34,961,0.35,"1oT","laplace","2",3.2258064516129,4.5816741215436,"ref1359_PR_2196.txt"
"1059","MGvico1",0.23259121186371,1825,93,1825,0.35,"1oT","laplace","2",2.34082294392261,3.33413578741413,"ref224_MG_307.txt"
"1060","MGuberl1",0.234288719011765,1379,87,1253.63636363636,0.35,"1oT","laplace","2",2.82432200338865,4.0311508426616,"ref76_MG_87.txt"
"1061","RSmaqu4",0.310748079531233,1531,85,1531,0.35,"1oT","laplace","2",2.55571489830357,3.66762824360677,"ref658_RS_1017.txt"
"1062","MGvico8",0.313668812302999,2303,195,2303,0.35,"1oT","laplace","2",2.08378559282707,2.96487404448739,"ref2419_MG_3585.txt"
"1063","RScamb1",0.327940858999573,1178,42,1178,0.35,"1oT","laplace","2",2.91358273374033,4.13332632903194,"ref1183_RS_1928.txt"
"1064","PRdiam3",0.328788995096578,1124,74,1040.74074074074,0.35,"1oT","laplace","2",3.09976465643231,4.44026580745429,"ref1327_PR_2157.txt"
"1065","PRvent",0.340772625042584,1241,101,1241,0.35,"1oT","laplace","2",2.8386647790183,4.03854304637257,"ref462_PR_743.txt"
"1066","RSsmar2",0.36114979447901,1427,58,1427,0.35,"1oT","laplace","2",2.64720767589686,3.77656513459815,"ref678_RS_1041.txt"
"1067","SPeec4",0.37843888158286,1212,84,1212,0.35,"1oT","laplace","2",2.87242494810713,4.10583243867439,"ref2561_SP_3863.txt"
"1068","PRsapo",0.425074364521363,1480,122,1480,0.35,"2oT","laplace","2",2.59937622455018,3.70064761708729,"ref348_PR_572.txt"
"1069","PRdiam2",0.448393813206425,1146,84,1091.42857142857,0.35,"2oT","laplace","2",3.02692974231671,4.32335917959027,"ref454_PR_732.txt"
"1070","RSfaxi",0.470118159409467,1211,74,1211,0.35,"2oT","laplace","2",2.87361067569039,4.09927206580973,"ref639_RS_990.txt"
"1071","RSsetape",0.493985431841831,1733,45,1733,0.35,"2oT","laplace","2",2.40215329446032,3.4297714714014,"ref740_RS_1123.txt"
"1072","SCorle",0.528689726683852,1938,112,1938,0.35,"2oT","laplace","2",2.27155425212127,3.23113561152503,"ref832_SC_1251.txt"
"1073","SCside4",0.535403772264882,1421,98,1421,0.35,"2oT","laplace","2",2.65279054538646,3.76147139109866,"ref2715_SC_4218.txt"
"1074","RScama",0.559289827066303,2236,69,2236,0.35,"2oT","laplace","2",2.11477467218907,2.99738262828697,"ref619_RS_969.txt"
"1075","SPpesm6",0.629775694761977,1891,87,1891,0.35,"2oT","laplace","2",2.29961024909137,3.29392021468467,"ref1059_SP_1682.txt"
"1076","PRtele",0.633149366825626,1040,105,1040,0.35,"2oT","laplace","2",3.10086836473021,4.441242015817,"ref355_PR_580.txt"
"1077","PEsvfer",0.636673590338369,1288,91,1288,0.35,"2oT","laplace","2",2.78639106287676,3.96977615289792,"ref1496_PE_2392.txt"
"1078","RSmorr1",0.658177286403532,2810,109,2810,0.35,"2oT","laplace","2",1.88645669476136,2.71100276063481,"ref684_RS_1047.txt"
"1079","SPpesmA",0.658259844116084,1670,84,1670,0.35,"2oT","laplace","2",2.44704392116198,3.49275223763389,"ref934_SP_1436.txt"
"1080","RSvsol",0.666613829015203,1855,55,1855,0.35,"2oT","laplace","2",2.32181730106286,3.32683722019822,"ref618_RS_968.txt"
"1081","SPeec5",0.67888901166382,1107,74,1107,0.35,"2oT","laplace","2",3.00556544889144,4.29997796709559,"ref2561_SP_3864.txt"
"1082","SCside1",0.680355725623583,1413,111,1413,0.35,"2oT","laplace","2",2.66028961489207,3.76776233305794,"ref2572_SC_3878.txt"
"1083","RSpet1",0.722472122747256,826,69,826,0.35,"2oT","laplace","2",3.47944500319611,4.94172860104358,"ref677_RS_1040.txt"
"1084","SCside",0.72254784514244,1712,105,1712,0.35,"2oT","laplace","2",2.41684122261416,3.45872246471062,"ref813_SC_1230.txt"
"1085","MGarap1",0.728749442631224,2080,92,2080,0.35,"2oT","laplace","2",2.19264504826757,3.11815597140653,"ref238_MG_321.txt"
"1086","RSsini",0.73052961024989,1024,69,1024,0.35,"2oT","laplace","2",3.125,4.45822553742591,"ref741_RS_1124.txt"
"1087","SPeec1",0.743179321289062,12105,144,1182.12890625,0.35,"2oT","laplace","2",2.90849004346246,4.15946168776847,"ref936_SP_1440.txt"
"1088","BAuruc",0.769444718591026,1784,230,1784,0.35,"2oT","laplace","2",2.36756861905189,3.38266281390909,"ref1425_BA_2296.txt"
"1089","SPcara3",0.773104012947153,1674,130,1674,0.35,"2oT","laplace","2",2.44411858368922,3.50173573446107,"ref1124_SP_1704.txt"
"1090","MGperd1",0.806018045548929,2965,127,2470.83333333333,0.35,"2oT","laplace","2",2.01176975271592,2.87054255379747,"ref2564_MG_3870.txt"
"1091","SPcara1",0.850156308651023,2127,171,2127,0.35,"2oT","laplace","2",2.16828444900803,3.08767593527021,"ref1124_SP_1703.txt"
"1092","BAjuss",0.859421049020215,1198,182,1198,0.35,"2oT","laplace","2",2.88915998328494,4.10365272718614,"ref1426_BA_2297.txt"
"1093","SCilho2",0.884932951426624,1738,157,1738,0.35,"3oT","laplace","2",2.39869546440458,3.39440536462447,"ref847_SC_1271.txt"
"1094","PRanto5",0.896644888231427,1753,124,1753,0.35,"3oT","laplace","2",2.38841088596216,3.39318244717854,"ref2714_PR_4207.txt"
"1095","SCilho",0.899939351991448,1169,135,1169,0.35,"3oT","laplace","2",2.92477690287062,4.18448830594477,"ref842_SC_1266.txt"
"1096","PRanto6",0.906465210449369,1665,128,1665,0.35,"3oT","laplace","2",2.45071540697936,3.51069209570178,"ref2714_PR_4208.txt"
"1097","PRanto4",0.9079979592893,1896,119,1896,0.35,"3oT","laplace","2",2.29657606087313,3.27153966118439,"ref2714_PR_4206.txt"
"1098","SCtimbe1",0.915684800663396,3148,142,3148,0.35,"3oT","laplace","2",1.7823075144988,2.55308561525533,"ref873_SC_1327.txt"
"1099","SCvolta2",0.916842703142202,2059,78,2059,0.35,"3oT","laplace","2",2.2037982136063,3.1341416764622,"ref870_SC_1324.txt"
"1100","PRanto11",0.921209867560648,1740,99,1740,0.35,"3oT","laplace","2",2.39731650742692,3.42609214538244,"ref2714_PR_4213.txt"
"1101","PRanto10",0.923024383580357,1877,132,1877,0.35,"3oT","laplace","2",2.30817038065365,3.29282949653922,"ref2714_PR_4212.txt"
"1102","PRanto9",0.928261175571598,1594,134,1594,0.35,"3oT","laplace","2",2.50470072492812,3.5584103196238,"ref2714_PR_4211.txt"
"1103","RSrioz1",0.92867367679881,1205,76,1205,0.35,"3oT","laplace","2",2.88075600957839,4.08807778252665,"ref658_RS_1018.txt"
"1104","PRanto15",0.942009596537872,1650,140,1650,0.35,"3oT","laplace","2",2.46182981958665,3.49206860995179,"ref2714_PR_4217.txt"
"1105","PRanto8",0.955077166221669,1504,134,1504,0.35,"3oT","laplace","2",2.57855311564698,3.6687745088318,"ref2714_PR_4210.txt"
"1106","PRanto13",0.968871050376109,1673,127,1673,0.35,"3oT","laplace","2",2.4448489343954,3.49839814222072,"ref2714_PR_4215.txt"
"1107","SPpei1",0.969241860061788,3060,165,1545.45454545455,0.35,"3oT","laplace","2",2.54373509534584,3.61071377877338,"ref893_SP_1356.txt"
"1108","PRanto12",0.974966068885724,1439,143,1439,0.35,"3oT","laplace","2",2.63614687121482,3.75301091730507,"ref2714_PR_4214.txt"
"1109","SCvolta1",0.975721531216037,1658,52,1658,0.35,"3oT","laplace","2",2.45588336206301,3.49806331224218,"ref848_SC_1272.txt"
"1110","SPpesmF",0.977848996135357,1360,98,1360,0.35,"3oT","laplace","2",2.7116307227332,3.8487158045054,"ref928_SP_1428.txt"
"1111","SPpesmB",0.978518078724858,1076,132,1076,0.35,"3oT","laplace","2",3.04855380424846,4.37963034772263,"ref934_SP_1435.txt"
"1112","SPpesmC",0.983950458881778,1061,107,1061,0.35,"3oT","laplace","2",3.07002779922758,4.36908759442977,"ref1115_SP_1693.txt"
"1113","SPpesmD",0.988788711304557,1262,148,1262,0.35,"3oT","laplace","2",2.81494764949788,4.02287016691025,"ref926_SP_1426.txt"
"1114","SPpecb1",0.992253133238622,11507,221,1123.73046875,0.35,"3oT","laplace","2",2.98310762216623,4.26127772422757,"ref936_SP_1439.txt"
"1115","SPpesmE",0.994366533447583,1225,138,1225,0.35,"3oT","laplace","2",2.85714285714286,4.04981073679186,"ref888_SP_1349.txt"
"1116","SPpesmG",0.998040177040466,1494,148,1494,0.35,"3oT","laplace","2",2.58716841902111,3.68879987476677,"ref922_SP_1420.txt"
"1117","SPpesmJ",0.999736929472974,1742,187,1742,0.35,"3oT","laplace","2",2.3959399259138,3.42113656001707,"ref923_SP_1422.txt"
"1118","SPpesmI",0.999741863075196,1963,186,1963,0.35,"3oT","laplace","2",2.25704308883094,3.22402128706193,"ref922_SP_1421.txt"
"1119","ESsoor",1,1468,226,1468,0.35,"3oT","laplace","2",2.6099787548594,3.71639097310537,"ref8_ES_10.txt"
"1120","SPpesmK",1,1796,162,1796,0.35,"3oT","laplace","2",2.35964589091504,3.35558313973362,"ref935_SP_1437.txt"
"1121","MGuberl5",0.00742437918995731,957,68,957,0.3,"1oT","laplace","2",3.23254091917618,5.16941284189699,"ref284_MG_391.txt"
"1122","MGuberl3",0.0180417237953712,975,85,975,0.3,"1oT","laplace","2",3.20256307610174,5.13332795319844,"ref89_MG_102.txt"
"1123","SCarar",0.0359928114764424,2034,26,2034,0.3,"1oT","laplace","2",2.21730035079246,3.56889808320879,"ref873_SC_1328.txt"
"1124","MGuberl7",0.0485476800383076,945,73,945,0.3,"1oT","laplace","2",3.25300024316178,5.2606534979015,"ref100_MG_118.txt"
"1125","RScach4",0.072361253275373,1095,48,1095,0.3,"1oT","laplace","2",3.0219894260775,4.85517580413299,"ref638_RS_989.txt"
"1126","RScach3",0.102843143491402,1228,71,1228,0.3,"1oT","laplace","2",2.85365072767675,4.56494989356177,"ref663_RS_1023.txt"
"1127","SPcamp1",0.103320559326545,1076,108,1076,0.3,"1oT","laplace","2",3.04855380424846,4.91504752731897,"ref986_SP_1505.txt"
"1128","RScach2",0.104325049309665,1904,48,1904,0.3,"1oT","laplace","2",2.29174624257053,3.6996977350348,"ref664_RS_1024.txt"
"1129","PEalia",0.114091406447269,595,60,595,0.3,"1oT","laplace","2",4.09960030845394,6.581887864151,"ref1496_PE_2393.txt"
