sp,N,MeanDA,SiteCode,ha
Hymenaea courbaril,1,1.666666667,ALlaje9,0.6
Ilex aff. sapotifolia,2,3.333333333,ALlaje9,0.6
Inga blanchetiana,3,5,ALlaje9,0.6
Inga cayennensis,3,5,ALlaje9,0.6
Inga edulis,29,48.33333333,ALlaje9,0.6
Inga striata,1,1.666666667,ALlaje9,0.6
Lecythis lanceolata,2,3.333333333,ALlaje9,0.6
Lecythis lurida,3,5,ALlaje9,0.6
Lecythis pisonis,3,5,ALlaje9,0.6
Licania belemii,9,15,ALlaje9,0.6
Licania kunthiana,6,10,ALlaje9,0.6
Mabea piriri,106,176.6666667,ALlaje9,0.6
Manilkara rufula,1,1.666666667,ALlaje9,0.6
Manilkara salzmannii,10,16.66666667,ALlaje9,0.6
Miconia calvescens,7,11.66666667,ALlaje9,0.6
Myrcia splendens,5,8.333333333,ALlaje9,0.6
Nectandra sp.,9,15,ALlaje9,0.6
Ocotea canaliculata,10,16.66666667,ALlaje9,0.6
Ocotea glomerata,1,1.666666667,ALlaje9,0.6
Ocotea longifolia,4,6.666666667,ALlaje9,0.6
Ocotea sp.1,2,3.333333333,ALlaje9,0.6
Ocotea sp.2,2,3.333333333,ALlaje9,0.6
Ocotea sp.3,4,6.666666667,ALlaje9,0.6
Ouratea castaneifolia,3,5,ALlaje9,0.6
Pourouma guianensis,7,11.66666667,ALlaje9,0.6
Pouteria bangii,9,15,ALlaje9,0.6
Pouteria gardneri,11,18.33333333,ALlaje9,0.6
Pouteria glomerata,2,3.333333333,ALlaje9,0.6
Pouteria sp.1,2,3.333333333,ALlaje9,0.6
Pouteria sp.2,2,3.333333333,ALlaje9,0.6
Pouteria torta,1,1.666666667,ALlaje9,0.6
Pradosia kuhlmannii,1,1.666666667,ALlaje9,0.6
Protium aracouchini,3,5,ALlaje9,0.6
Protium giganteum,5,8.333333333,ALlaje9,0.6
Protium heptaphyllum,9,15,ALlaje9,0.6
Protium warmingianum,1,1.666666667,ALlaje9,0.6
Psidium sp.,1,1.666666667,ALlaje9,0.6
Psychotria carthagenensis,3,5,ALlaje9,0.6
Pterocarpus rohrii,6,10,ALlaje9,0.6
Quararibea turbinata,1,1.666666667,ALlaje9,0.6
Quiina florida,2,3.333333333,ALlaje9,0.6
Roupala montana,1,1.666666667,ALlaje9,0.6
Schefflera morototoni,13,21.66666667,ALlaje9,0.6
Senefeldera verticillata,5,8.333333333,ALlaje9,0.6
Simarouba amara,6,10,ALlaje9,0.6
Sloanea pubescens,2,3.333333333,ALlaje9,0.6
Sloanea retusa,3,5,ALlaje9,0.6
Stryphnodendron pulcherrimum,1,1.666666667,ALlaje9,0.6
Symphonia globulifera,10,16.66666667,ALlaje9,0.6
Tachigali densiflora,2,3.333333333,ALlaje9,0.6
Talisia esculenta,1,1.666666667,ALlaje9,0.6
Tapirira guianensis,8,13.33333333,ALlaje9,0.6
Thyrsodium spruceanum,21,35,ALlaje9,0.6
Tovomita brevistaminea,3,5,ALlaje9,0.6
Trichilia lepidota,1,1.666666667,ALlaje9,0.6
Virola gardneri,28,46.66666667,ALlaje9,0.6
Vochysia oblongifolia,10,16.66666667,ALlaje9,0.6
Zollernia ilicifolia,1,1.666666667,ALlaje9,0.6
Abarema cochliacarpos,1,0.952380952,ALmuri,1.05
Albizia pedicellaris,7,6.666666667,ALmuri,1.05
Alchornea sp.,5,4.761904762,ALmuri,1.05
Allophylus semidentatus,1,0.952380952,ALmuri,1.05
Alseis floribunda,9,8.571428571,ALmuri,1.05
Amaioua guianensis,7,6.666666667,ALmuri,1.05
Amanoa guianensis,4,3.80952381,ALmuri,1.05
Anaxagorea dolichocarpa,4,3.80952381,ALmuri,1.05
Andira nitida,8,7.619047619,ALmuri,1.05
Aniba sp.,6,5.714285714,ALmuri,1.05
Annona pickelii,2,1.904761905,ALmuri,1.05
Aparisthmium cordatum,79,75.23809524,ALmuri,1.05
Apeiba tibourbou,3,2.857142857,ALmuri,1.05
Aspidosperma australe,0,0,ALmuri,1.05
Aspidosperma discolor,4,3.80952381,ALmuri,1.05
Aspidosperma spruceanum,0,0,ALmuri,1.05
Attalea oleifera,0,0,ALmuri,1.05
Bauhinia forficata,43,40.95238095,ALmuri,1.05
Brosimum conduru,3,2.857142857,ALmuri,1.05
Brosimum guianense,4,3.80952381,ALmuri,1.05
Brosimum sp.,22,20.95238095,ALmuri,1.05
Buchenavia tetraphylla,1,0.952380952,ALmuri,1.05
Byrsonima crispa,0,0,ALmuri,1.05
Byrsonima sericea,2,1.904761905,ALmuri,1.05
Byrsonima stipulacea,11,10.47619048,ALmuri,1.05
Cabralea canjerana,4,3.80952381,ALmuri,1.05
Casearia javitensis,3,2.857142857,ALmuri,1.05
Casearia sylvestris,14,13.33333333,ALmuri,1.05
Cecropia pachystachya,19,18.0952381,ALmuri,1.05
Cedrela fissilis,2,1.904761905,ALmuri,1.05
Chamaecrista ensiformis,110,104.7619048,ALmuri,1.05
Cheiloclinium cognatum,0,0,ALmuri,1.05
Chrysophyllum splendens,43,40.95238095,ALmuri,1.05
Clusia nemorosa,0,0,ALmuri,1.05
Clusiaceae sp.,5,4.761904762,ALmuri,1.05
Coccoloba declinata,14,13.33333333,ALmuri,1.05
Coccoloba sp.,2,1.904761905,ALmuri,1.05
Copaifera langsdorffii,13,12.38095238,ALmuri,1.05
Cordia sellowiana,1,0.952380952,ALmuri,1.05
Couepia rufa,3,2.857142857,ALmuri,1.05
Coutarea hexandra,0,0,ALmuri,1.05
Croton floribundus,37,35.23809524,ALmuri,1.05
Cupania impressinervia,3,2.857142857,ALmuri,1.05
Cupania racemosa,1,0.952380952,ALmuri,1.05
Diploon cuspidatum,6,5.714285714,ALmuri,1.05
Diplotropis sp.,19,18.0952381,ALmuri,1.05
Dipteryx odorata,1,0.952380952,ALmuri,1.05
Eriotheca macrophylla,64,60.95238095,ALmuri,1.05
Erythroxylum citrifolium,10,9.523809524,ALmuri,1.05
Eschweilera alvimii,4,3.80952381,ALmuri,1.05
Eschweilera ovata,24,22.85714286,ALmuri,1.05
Euterpe edulis,27,25.71428571,ALmuri,1.05
Fabaceae-Caesalpinoidea sp.1,1,0.952380952,ALmuri,1.05
Ficus nymphaeifolia,0,0,ALmuri,1.05
Garcinia gardneriana,2,1.904761905,ALmuri,1.05
Garcinia macrophylla,6,5.714285714,ALmuri,1.05
Guapira laxa,35,33.33333333,ALmuri,1.05
Guapira nitida,87,82.85714286,ALmuri,1.05
Guarea guidonia,3,2.857142857,ALmuri,1.05
Guarea kunthiana,1,0.952380952,ALmuri,1.05
Guatteria australis,3,2.857142857,ALmuri,1.05
Guatteria pogonopus,8,7.619047619,ALmuri,1.05
Guatteria sp.,4,3.80952381,ALmuri,1.05
Guazuma ulmifolia,0,0,ALmuri,1.05
Helicostylis tomentosa,1,0.952380952,ALmuri,1.05
Himatanthus phagedaenicus,2,1.904761905,ALmuri,1.05
Hirtella hebeclada,0,0,ALmuri,1.05
Hortia brasiliana,2,1.904761905,ALmuri,1.05
Hyeronima alchorneoides,20,19.04761905,ALmuri,1.05
Hymenaea courbaril,5,4.761904762,ALmuri,1.05
Ilex aff. sapotifolia,4,3.80952381,ALmuri,1.05
Indet. sp.1,2,1.904761905,ALmuri,1.05
Indet. sp.10,1,0.952380952,ALmuri,1.05
Indet. sp.11,1,0.952380952,ALmuri,1.05
Indet. sp.12,1,0.952380952,ALmuri,1.05
Indet. sp.2,26,24.76190476,ALmuri,1.05
Indet. sp.3,8,7.619047619,ALmuri,1.05
Indet. sp.4,7,6.666666667,ALmuri,1.05
Indet. sp.5,38,36.19047619,ALmuri,1.05
Indet. sp.6,1,0.952380952,ALmuri,1.05
Indet. sp.7,1,0.952380952,ALmuri,1.05
Indet. sp.8,1,0.952380952,ALmuri,1.05
Indet. sp.9,1,0.952380952,ALmuri,1.05
Inga capitata,40,38.0952381,ALmuri,1.05
Inga laurina,5,4.761904762,ALmuri,1.05
Inga laurina,11,10.47619048,ALmuri,1.05
Inga sp.,17,16.19047619,ALmuri,1.05
Inga thibaudiana,13,12.38095238,ALmuri,1.05
Ixora venulosa,8,7.619047619,ALmuri,1.05
Jacaranda sp.,2,1.904761905,ALmuri,1.05
Jacaratia spinosa,1,0.952380952,ALmuri,1.05
Lacistema robustum,6,5.714285714,ALmuri,1.05
Lamanonia ternata,6,5.714285714,ALmuri,1.05
Lauraceae sp.1,3,2.857142857,ALmuri,1.05
Lauraceae sp.2,10,9.523809524,ALmuri,1.05
Lauraceae sp.3,9,8.571428571,ALmuri,1.05
Lauraceae sp.4,21,20,ALmuri,1.05
Lecythidaceae sp.,8,7.619047619,ALmuri,1.05
Lecythis lurida,3,2.857142857,ALmuri,1.05
Lecythis pisonis,7,6.666666667,ALmuri,1.05
Licania kunthiana,9,8.571428571,ALmuri,1.05
Licania sp.,5,4.761904762,ALmuri,1.05
Lonchocarpus sp.,2,1.904761905,ALmuri,1.05
Luehea ochrophylla,1,0.952380952,ALmuri,1.05
Mabea piriri,50,47.61904762,ALmuri,1.05
Malanea macrophylla,20,19.04761905,ALmuri,1.05
Manilkara salzmannii,35,33.33333333,ALmuri,1.05
Margaritaria nobilis,0,0,ALmuri,1.05
Marlierea sp.1,2,1.904761905,ALmuri,1.05
Marlierea sp.2,3,2.857142857,ALmuri,1.05
Maytenus sp.,9,8.571428571,ALmuri,1.05
Miconia aff. calvescens,22,20.95238095,ALmuri,1.05
Miconia aff. pyrifolia,11,10.47619048,ALmuri,1.05
Miconia amoena,10,9.523809524,ALmuri,1.05
Miconia amacurensis,3,2.857142857,ALmuri,1.05
Miconia minutiflora,0,0,ALmuri,1.05
Miconia prasina,10,9.523809524,ALmuri,1.05
Micropholis sp.1,11,10.47619048,ALmuri,1.05
Micropholis sp.2,15,14.28571429,ALmuri,1.05
Micropholis sp.3,3,2.857142857,ALmuri,1.05
Myrcia sp.1,12,11.42857143,ALmuri,1.05
Myrcia splendens,0,0,ALmuri,1.05
Myrcia sylvatica,4,3.80952381,ALmuri,1.05
Myrsine sp.,3,2.857142857,ALmuri,1.05
Myrtaceae sp.1,7,6.666666667,ALmuri,1.05
Myrtaceae sp.2,10,9.523809524,ALmuri,1.05
Myrtaceae sp.3,8,7.619047619,ALmuri,1.05
Myrtaceae sp.4,4,3.80952381,ALmuri,1.05
Myrtaceae sp.5,6,5.714285714,ALmuri,1.05
Myrtaceae sp.6,8,7.619047619,ALmuri,1.05
Myrtaceae sp.7,10,9.523809524,ALmuri,1.05
Myrtaceae sp.8,2,1.904761905,ALmuri,1.05
Nectandra cuspidata,4,3.80952381,ALmuri,1.05
Neea sp.,6,5.714285714,ALmuri,1.05
Neea verticillata,3,2.857142857,ALmuri,1.05
Nyctaginaceae sp.,1,0.952380952,ALmuri,1.05
Ocotea brachybotrya,6,5.714285714,ALmuri,1.05
Ocotea glauca,4,3.80952381,ALmuri,1.05
Ocotea pauciflora,2,1.904761905,ALmuri,1.05
Ocotea spixiana,9,8.571428571,ALmuri,1.05
Ocotea longifolia,28,26.66666667,ALmuri,1.05
Ocotea sp.1,62,59.04761905,ALmuri,1.05
Ocotea sp.2,38,36.19047619,ALmuri,1.05
Ocotea sp.3,19,18.0952381,ALmuri,1.05
Ouratea aff. castaneifolia,5,4.761904762,ALmuri,1.05
Ouratea crassa,0,0,ALmuri,1.05
Ouratea hexasperma,36,34.28571429,ALmuri,1.05
Ouratea sp.,9,8.571428571,ALmuri,1.05
Parkia pendula,1,0.952380952,ALmuri,1.05
Pausandra trianae,14,13.33333333,ALmuri,1.05
Paypayrola blanchetiana,37,35.23809524,ALmuri,1.05
Phyllanthus gladiatus,0,0,ALmuri,1.05
Picramnia gardneri,0,0,ALmuri,1.05
Pilocarpus riedelianus,1,0.952380952,ALmuri,1.05
Pilocarpus sp.1,1,0.952380952,ALmuri,1.05
Podocarpus sellowii,0,0,ALmuri,1.05
Posoqueria latifolia,1,0.952380952,ALmuri,1.05
Pourouma guianensis,5,4.761904762,ALmuri,1.05
Pouteria gardneri,53,50.47619048,ALmuri,1.05
Pouteria sp.,12,11.42857143,ALmuri,1.05
Pouteria venosa,0,0,ALmuri,1.05
Protium aracouchini,2,1.904761905,ALmuri,1.05
Protium sagotianum,2,1.904761905,ALmuri,1.05
Psidium cattleianum,0,0,ALmuri,1.05
Psidium sp.1,8,7.619047619,ALmuri,1.05
Psidium sp.2,2,1.904761905,ALmuri,1.05
Psychotria aff. deflexa,1,0.952380952,ALmuri,1.05
Psychotria carthagenensis,6,5.714285714,ALmuri,1.05
Pterocarpus rohrii,8,7.619047619,ALmuri,1.05
Quararibea turbinata,1,0.952380952,ALmuri,1.05
Quiina florida,2,1.904761905,ALmuri,1.05
Randia sp.,2,1.904761905,ALmuri,1.05
Rauvolfia grandiflora,12,11.42857143,ALmuri,1.05
Roupala sp.,10,9.523809524,ALmuri,1.05
Sacoglottis guianensis,2,1.904761905,ALmuri,1.05
Salicaceae sp.,16,15.23809524,ALmuri,1.05
Salzmannia nitida,5,4.761904762,ALmuri,1.05
Sapium glandulosum,0,0,ALmuri,1.05
Sapotaceae sp.1,8,7.619047619,ALmuri,1.05
Schefflera morototoni,12,11.42857143,ALmuri,1.05
Sebastiania sp.1,12,11.42857143,ALmuri,1.05
Sebastiania sp.2,23,21.9047619,ALmuri,1.05
Simarouba amara,4,3.80952381,ALmuri,1.05
Siparuna guianensis,20,19.04761905,ALmuri,1.05
Sloanea guianensis,13,12.38095238,ALmuri,1.05
Stryphnodendron pulcherrimum,3,2.857142857,ALmuri,1.05
Styrax sp.,2,1.904761905,ALmuri,1.05
Swartzia pickelii,0,0,ALmuri,1.05
Swartzia simplex,7,6.666666667,ALmuri,1.05
Symphonia globulifera,3,2.857142857,ALmuri,1.05
Symplocos sp.,9,8.571428571,ALmuri,1.05
Tabernaemontana catharinensis,2,1.904761905,ALmuri,1.05
Tabernaemontana hystrix,9,8.571428571,ALmuri,1.05
Tachigali densiflora,5,4.761904762,ALmuri,1.05
Tapirira guianensis,8,7.619047619,ALmuri,1.05
Tapirira guianensis,67,63.80952381,ALmuri,1.05
Thyrsodium spruceanum,39,37.14285714,ALmuri,1.05
Tocoyena brasiliensis,0,0,ALmuri,1.05
Tovomita brevistaminea,90,85.71428571,ALmuri,1.05
Trichilia lepidota,4,3.80952381,ALmuri,1.05
Trichilia sp.,5,4.761904762,ALmuri,1.05
Virola gardneri,21,20,ALmuri,1.05
Vismia guianensis,5,4.761904762,ALmuri,1.05
Vochysia tucanorum,89,84.76190476,ALmuri,1.05
Xylopia frutescens,1,0.952380952,ALmuri,1.05
Xylosma prockia,1,0.952380952,ALmuri,1.05
Zanthoxylum monogynum,2,1.904761905,ALmuri,1.05
Zanthoxylum rhoifolium,0,0,ALmuri,1.05
Albizia pedicellaris,4,4,ALmuri1,1
Allophylus edulis,20,20,ALmuri1,1
Anaxagorea dolichocarpa,20,20,ALmuri1,1
Andira sp.,2,2,ALmuri1,1
Annonaceae sp.1,9,9,ALmuri1,1
Apeiba tibourbou,2,2,ALmuri1,1
Apuleia leiocarpa,7,7,ALmuri1,1
Aspidosperma discolor,21,21,ALmuri1,1
Aspidosperma sp.,2,2,ALmuri1,1
Bowdichia virgilioides,16,16,ALmuri1,1
Brosimum guianense,14,14,ALmuri1,1
Byrsonima sericea,85,85,ALmuri1,1
Byrsonima sp.,7,7,ALmuri1,1
Calyptranthes sp.,1,1,ALmuri1,1
Campomanesia sp.,6,6,ALmuri1,1
Casearia arborea,13,13,ALmuri1,1
Cecropia pachystachya,10,10,ALmuri1,1
Chamaecrista ensiformis,17,17,ALmuri1,1
Chrysophyllum cainito,2,2,ALmuri1,1
Chrysophyllum splendens,16,16,ALmuri1,1
Clusia nemorosa,1,1,ALmuri1,1
Copaifera sp.,1,1,ALmuri1,1
Cordia sellowiana,11,11,ALmuri1,1
Croton sonderianus,39,39,ALmuri1,1
Cupania racemosa,70,70,ALmuri1,1
Enterolobium contortisiliquum,15,15,ALmuri1,1
Eriotheca macrophylla,48,48,ALmuri1,1
Eschweilera ovata,15,15,ALmuri1,1
Fabaceae-Mimosoideae sp.1,1,1,ALmuri1,1
Ficus sp.,1,1,ALmuri1,1
Guapira opposita,118,118,ALmuri1,1
Gustavia augusta,1,1,ALmuri1,1
Henriettea succosa,10,10,ALmuri1,1
Himatanthus phagedaenicus,3,3,ALmuri1,1
Hymenaea sp.,1,1,ALmuri1,1
Indet. sp.1,15,15,ALmuri1,1
Indet. sp.2,9,9,ALmuri1,1
Indet. sp.3,16,16,ALmuri1,1
Indet. sp.4,7,7,ALmuri1,1
Indet. sp.5,2,2,ALmuri1,1
Indet. sp.6,8,8,ALmuri1,1
Inga sp.,54,54,ALmuri1,1
Jacaratia spinosa,1,1,ALmuri1,1
Lauraceae sp.1,6,6,ALmuri1,1
Lauraceae sp.2,3,3,ALmuri1,1
Lauraceae sp.3,6,6,ALmuri1,1
Lecythis lurida,18,18,ALmuri1,1
Lecythis pisonis,5,5,ALmuri1,1
Licania sp.,5,5,ALmuri1,1
Luehea paniculata,10,10,ALmuri1,1
Machaerium hirtum,2,2,ALmuri1,1
Manilkara salzmannii,9,9,ALmuri1,1
Matayba guianensis,23,23,ALmuri1,1
Miconia dodecandra,5,5,ALmuri1,1
Miconia prasina,113,113,ALmuri1,1
Miconia hypoleuca,8,8,ALmuri1,1
Miconia minutiflora,3,3,ALmuri1,1
Miconia sp.1,7,7,ALmuri1,1
Miconia sp.2,44,44,ALmuri1,1
Miconia sp.3,9,9,ALmuri1,1
Micropholis sp.,1,1,ALmuri1,1
Myrcia sp.,48,48,ALmuri1,1
Myrsine guianensis,73,73,ALmuri1,1
Myrtaceae sp.1,7,7,ALmuri1,1
Myrtaceae sp.2,8,8,ALmuri1,1
Myrtaceae sp.3,9,9,ALmuri1,1
Ocotea glomerata,19,19,ALmuri1,1
Ocotea notata,2,2,ALmuri1,1
Paypayrola blanchetiana,5,5,ALmuri1,1
Posoqueria longiflora,2,2,ALmuri1,1
Pourouma guianensis,7,7,ALmuri1,1
Pouteria grandiflora,5,5,ALmuri1,1
Pouteria glomerata,7,7,ALmuri1,1
Pradosia lactescens,4,4,ALmuri1,1
Protium heptaphyllum,2,2,ALmuri1,1
Psychotria platypoda,9,9,ALmuri1,1
Psychotria sp.1,4,4,ALmuri1,1
Psychotria sp.2,34,34,ALmuri1,1
Pterocarpus rohrii,3,3,ALmuri1,1
Rubiaceae sp.1,1,1,ALmuri1,1
Rubiaceae sp.2,6,6,ALmuri1,1
Rubiaceae sp.3,6,6,ALmuri1,1
Sapindaceae sp.1,1,1,ALmuri1,1
Sapium glandulosum,7,7,ALmuri1,1
Schefflera morototoni,37,37,ALmuri1,1
Simarouba amara,33,33,ALmuri1,1
Solanaceae sp.,2,2,ALmuri1,1
Sorocea sp.,1,1,ALmuri1,1
Symphonia globulifera,2,2,ALmuri1,1
Tabebuia sp.,1,1,ALmuri1,1
Tabernaemontana hystrix,79,79,ALmuri1,1
Tapirira guianensis,54,54,ALmuri1,1
Terminalia sp.,17,17,ALmuri1,1
Thyrsodium spruceanum,35,35,ALmuri1,1
Tovomita mangle,20,20,ALmuri1,1
Virola gardneri,17,17,ALmuri1,1
Vismia guianensis,6,6,ALmuri1,1
Xylopia frutescens,12,12,ALmuri1,1
Xylopia sericea,3,3,ALmuri1,1
Zanthoxylum rhoifolium,2,2,ALmuri1,1
Zollernia sp.,9,9,ALmuri1,1
Acanthocladus pulcherrimus,5,5,BAalco,1
Actinostemon klotzschii,68,68,BAalco,1
Albizia pedicellaris,2,2,BAalco,1
Allophylus petiolulatus,1,1,BAalco,1
Andira ormosioides,1,1,BAalco,1
Aniba firmula,10,10,BAalco,1
Annona cacans,3,3,BAalco,1
Annona dolabripetala,12,12,BAalco,1
Annona salzmannii,3,3,BAalco,1
Apuleia leiocarpa,5,5,BAalco,1
Arapatiella psilophylla,79,79,BAalco,1
Ardisia sp.,7,7,BAalco,1
Aspidosperma desmanthum,3,3,BAalco,1
Aspidosperma parvifolium,8,8,BAalco,1
Astrocaryum aculeatissimum,19,19,BAalco,1
Astronium fraxinifolium,1,1,BAalco,1
Astronium graveolens,16,16,BAalco,1
Beilschmiedia linharensis,6,6,BAalco,1
Brosimum glaucum,35,35,BAalco,1
Brosimum glaziovii,5,5,BAalco,1
Brosimum sp.,10,10,BAalco,1
Buchenavia kleinii,1,1,BAalco,1
Byrsonima sericea,1,1,BAalco,1
Byrsonima sp.,1,1,BAalco,1
Calyptranthes grandifolia,1,1,BAalco,1
Campomanesia lineatifolia,2,2,BAalco,1
Caryocar edule,1,1,BAalco,1
Casearia commersoniana,17,17,BAalco,1
Casearia decandra,1,1,BAalco,1
Casearia javitensis,3,3,BAalco,1
Casearia sylvestris,1,1,BAalco,1
Cathedra bahiensis,2,2,BAalco,1
Chaetocarpus echinocarpus,4,4,BAalco,1
Chamaecrista bahiae,7,7,BAalco,1
Chrysophyllum aff. ovale,1,1,BAalco,1
Chrysophyllum splendens,2,2,BAalco,1
Coccoloba warmingii,6,6,BAalco,1
Copaifera langsdorffii,1,1,BAalco,1
Copaifera lucens,3,3,BAalco,1
Cordia anabaptista,1,1,BAalco,1
Cordia magnoliifolia,10,10,BAalco,1
Cordia sellowiana,6,6,BAalco,1
Cordia sericicalyx,1,1,BAalco,1
Couepia schottii,1,1,BAalco,1
Coussapoa microcarpa,1,1,BAalco,1
Coutarea hexandra,3,3,BAalco,1
Crepidospermum atlanticum,4,4,BAalco,1
Cupania scrobiculata,12,12,BAalco,1
Cupania rugosa,4,4,BAalco,1
Cybianthus peruvianus,5,5,BAalco,1
Deguelia hatschbachii,2,2,BAalco,1
Dendropanax brasiliensis,5,5,BAalco,1
Dendropanax cuneatus,7,7,BAalco,1
Dialium guianense,5,5,BAalco,1
Dictyoloma vandellianum,1,1,BAalco,1
Diospyros capreifolia,2,2,BAalco,1
Diplotropis incexis,2,2,BAalco,1
Drypetes sessiliflora,3,3,BAalco,1
Duguetia chrysocarpa,3,3,BAalco,1
Ecclinusa ramiflora,23,23,BAalco,1
Elvasia tricarpellata,1,1,BAalco,1
Emmotum nitens,59,59,BAalco,1
Ephedranthus dimerus,1,1,BAalco,1
Eriotheca macrophylla,29,29,BAalco,1
Eschweilera ovata,30,30,BAalco,1
Eugenia bahiensis,7,7,BAalco,1
Eugenia brasiliensis,7,7,BAalco,1
Eugenia dichroma,3,3,BAalco,1
Eugenia fluminensis,43,43,BAalco,1
Eugenia gemmiflora,4,4,BAalco,1
Eugenia handroi,1,1,BAalco,1
Eugenia itapemirimensis,4,4,BAalco,1
Eugenia ligustrina,6,6,BAalco,1
Eugenia macrosperma,13,13,BAalco,1
Eugenia pisiformis,2,2,BAalco,1
Eugenia platyphylla,3,3,BAalco,1
Eugenia platysema,4,4,BAalco,1
Eugenia prasina,4,4,BAalco,1
Eugenia sp.,1,1,BAalco,1
Eugenia sp.1,1,1,BAalco,1
Eugenia subterminalis,3,3,BAalco,1
Euterpe edulis,1,1,BAalco,1
Exellodendron gracile,2,2,BAalco,1
Exostyles venusta,1,1,BAalco,1
Ficus gomelleira,5,5,BAalco,1
Geissospermum laeve,3,3,BAalco,1
Guapira graciliflora,4,4,BAalco,1
Guapira noxia,2,2,BAalco,1
Guapira opposita,14,14,BAalco,1
Guarea sp.,1,1,BAalco,1
Guatteria macropus,3,3,BAalco,1
Guatteria pogonopus,12,12,BAalco,1
Guatteria sellowiana,6,6,BAalco,1
Guatteria sp.,1,1,BAalco,1
Handroanthus serratifolius,1,1,BAalco,1
Heisteria ovata,74,74,BAalco,1
Helicostylis tomentosa,18,18,BAalco,1
Himatanthus bracteatus,33,33,BAalco,1
Hirtella hebeclada,8,8,BAalco,1
Hortia brasiliana,2,2,BAalco,1
Humiriastrum dentatum,1,1,BAalco,1
Hyeronima oblonga,1,1,BAalco,1
Hymenaea aurea,2,2,BAalco,1
Hymenaea courbaril,5,5,BAalco,1
Inga capitata,2,2,BAalco,1
Inga cylindrica,1,1,BAalco,1
Inga exfoliata,5,5,BAalco,1
Inga flagelliformis,17,17,BAalco,1
Inga subnuda,13,13,BAalco,1
Inga unica,2,2,BAalco,1
Ixora brevifolia,6,6,BAalco,1
Jacaranda macrantha,6,6,BAalco,1
Jacaranda puberula,1,1,BAalco,1
Jacaratia heptaphylla,3,3,BAalco,1
Kielmeyera occhioniana,9,9,BAalco,1
Lacistema aggregatum,3,3,BAalco,1
Lacunaria crenata,3,3,BAalco,1
Lecythis lanceolata,13,13,BAalco,1
Lecythis lurida,9,9,BAalco,1
Licania belemii,2,2,BAalco,1
Licania discolor,1,1,BAalco,1
Licania hypoleuca,1,1,BAalco,1
Licania kunthiana,1,1,BAalco,1
Licania salzmannii,1,1,BAalco,1
Licania spicata,1,1,BAalco,1
Licaria bahiana,5,5,BAalco,1
Licaria guianensis,5,5,BAalco,1
Mabea piriri,23,23,BAalco,1
Macrolobium latifolium,18,18,BAalco,1
Manilkara salzmannii,2,2,BAalco,1
Margaritaria nobilis,2,2,BAalco,1
Marlierea regeliana,1,1,BAalco,1
Marlierea excoriata,1,1,BAalco,1
Marlierea sucrei,17,17,BAalco,1
Matayba guianensis,4,4,BAalco,1
Maytenus cestrifolia,1,1,BAalco,1
Melanoxylon brauna,1,1,BAalco,1
Melicoccus espiritosantensis,3,3,BAalco,1
Miconia rimalis,1,1,BAalco,1
Miconia cinnamomifolia,5,5,BAalco,1
Miconia holosericea,2,2,BAalco,1
Miconia hypoleuca,13,13,BAalco,1
Miconia mirabilis,8,8,BAalco,1
Miconia prasina,18,18,BAalco,1
Miconia sp.,1,1,BAalco,1
Miconia sp.1,4,4,BAalco,1
Micropholis crassipedicellata,18,18,BAalco,1
Micropholis gardneriana,6,6,BAalco,1
Micropholis venulosa,3,3,BAalco,1
Mollinedia marqueteana,3,3,BAalco,1
Mouriri arborea,3,3,BAalco,1
Myrcia amazonica,10,10,BAalco,1
Myrcia neobullata,8,8,BAalco,1
Myrcia neoblanchetiana,4,4,BAalco,1
Myrcia racemosa,1,1,BAalco,1
Myrcia sp.,1,1,BAalco,1
Myrcia splendens,18,18,BAalco,1
Myrciaria floribunda,8,8,BAalco,1
Myrciaria strigipes,2,2,BAalco,1
Myrsine umbellata,3,3,BAalco,1
Naucleopsis oblongifolia,1,1,BAalco,1
Ocotea argentea,4,4,BAalco,1
Ocotea beulahiae,3,3,BAalco,1
Ocotea confertiflora,14,14,BAalco,1
Ocotea divaricata,12,12,BAalco,1
Ocotea elegans,18,18,BAalco,1
Ocotea glauca,13,13,BAalco,1
Ocotea longifolia,1,1,BAalco,1
Ocotea mosenii,2,2,BAalco,1
Ocotea nitida,9,9,BAalco,1
Ocotea odorifera,2,2,BAalco,1
Ocotea pluridomatiata,4,4,BAalco,1
Ouratea cuspidata,2,2,BAalco,1
Oxandra nitida,3,3,BAalco,1
Panopsis rubescens,4,4,BAalco,1
Parinari alvimii,9,9,BAalco,1
Parinari excelsa,1,1,BAalco,1
Pera glabrata,1,1,BAalco,1
Pera heteranthera,1,1,BAalco,1
Pera sp.,2,2,BAalco,1
Phyllostemonodaphne geminiflora,1,1,BAalco,1
Pilocarpus riedelianus,2,2,BAalco,1
Pisonia aff. ambigua,2,2,BAalco,1
Plinia grandifolia,2,2,BAalco,1
Plinia involucrata,5,5,BAalco,1
Plinia renatiana,1,1,BAalco,1
Plinia rivularis,4,4,BAalco,1
Pourouma guianensis,6,6,BAalco,1
Pourouma mollis,20,20,BAalco,1
Pouteria aff. macahensis,1,1,BAalco,1
Pouteria bangii,8,8,BAalco,1
Pouteria peduncularis,4,4,BAalco,1
Pouteria coelomatica,11,11,BAalco,1
Pouteria cuspidata,1,1,BAalco,1
Pouteria gardneri,5,5,BAalco,1
Pouteria hispida,28,28,BAalco,1
