SiteCode,p,k,Ntotal,S_obs,DA,d,U_med,J_M,L,m,m_,ratio_J_JM
PRanto14,0.949015576583043,0.05,2134,73,2134,10.7710173754003,0.002927759,3471110.4901243416,100,0.1465241684025895,0.14010033070947905,6.147888423809742e-4
PRanto15,0.921997528960791,0.05,1658,143,1658,12.2291104197663,0.004938803,2620082.494895003,100,0.1654666802725484,0.15455467819277532,6.328045026179386e-4
SCside4,0.563868001301749,0.05,1423,143,1423,12.9828103249154,0.01548127,1375254.3649043604,100,0.17517389657889973,0.10694547613339571,0.00103471767573627
SPcana1,0.904674464613452,0.05,2311,162,1925.83333333333,11.4749797711943,0.00327511,2986150.6488728817,109.54451150103331,0.1426546988725815,0.1308352441285481,7.739060321261031e-4
MGuberl5,0.897444850913581,0.05,958,69,958,16.0479050920902,0.001549498,1473580.8244516237,100,0.21404493512328457,0.19640488918473745,6.501170374258289e-4
SCsjo1,0.414187734753475,0.05,1470,80,1441.17647058824,13.0829928400737,0.007007234,1023092.9200895691,100.99504938362061,0.1748050969366137,0.08066217321202583,0.0014368196388958546
PRtiba1,0.168194965603502,0.05,1493,127,1493,12.8366210988016,0.01092064,430401.208765947,100,0.17329558422654442,0.03405664714887841,0.0034688564288208033
PRsapo,0.412833295700075,0.05,1482,124,1482,12.9358547676019,0.01617679,1048633.197648185,100,0.17457082584589845,0.08029952550113113,0.0014132682460594851
PRdiam4,0.238517200234214,0.05,1487,73,1239.16666666667,14.3250364102986,0.003952645,506582.41211956425,109.54451150103309,0.17638177282036815,0.048597267578378484,0.002935356546979835
PRtele,0.720622255888005,0.05,1041,108,1041,15.5111117070653,0.010255555,1285757.5482915791,100,0.20730908421437388,0.15857586459217,8.096394233758961e-4
SCserra4,0.393410110559205,0.05,1457,56,1457,13.0401689679754,0.002141476,982439.3543380382,100,0.17591027311094043,0.077471507674966,0.0014830431960675251
SPpesmU,0.822512011752552,0.05,2182,132,2182,10.7196264840314,0.001681498,3076080.3644815474,100,0.14585263080562616,0.1231536298867887,7.093442763052653e-4
PRdiam2,0.31230878974511,0.05,1146,85,1091.42857142857,14.986173084099,0.003808116,584225.0953992106,102.46950765959606,0.19612258364179347,0.07079968622406262,0.0019615727037828106
PRvent,0.330619477161735,0.05,1270,107,1270,13.953475177909,0.02534972,719669.0700266818,100,0.18758991116697513,0.07092712938859187,0.0017646999890559626
RJpnrj,0.0932031292485298,0.05,2164,84,1502.77777777778,12.8591658969899,0.00438322,240063.39320856787,119.99999999999991,0.1458048611745063,0.015659956622341504,0.00901428564795762
RSvsol,0.602441139584327,0.05,1855,55,1855,11.6489703605602,0.001388745,1915398.8289416232,100,0.1579555859049018,0.1015350003155258,9.684667088498758e-4
RScama,0.465012320561114,0.05,2236,69,2236,10.4208584491112,0.003023934,1782119.9878978007,100,0.14194330463274954,0.07142960072033111,0.0012546854393556289
RScach1,0.11193208229449,0.05,1547,49,1547,12.6598126971761,0.004110289,296787.48190736095,100,0.17102095038585888,0.022570733977281612,0.005212483997161577
RScach4,0.0789365443017742,0.05,1096,55,1096,15.1525708577548,0.007172332,148282.31110072994,100,0.20279277019586608,0.019684536905649353,0.007391306433411833
RSfaxi,0.330205922067901,0.05,1211,74,1211,14.2217080027886,0.0076624250000000005,685377.2477890621,100,0.19100378897964018,0.07232310958814132,0.0017669101270964692
RSmaqu4,0.266944616018118,0.05,1531,85,1531,12.5723222926167,0.00414891,700482.0953218031,100,0.16989421258507514,0.051804128199017044,0.0021856375919168283
RSrioz1,0.90394723979702,0.05,1206,78,1206,14.2861042948506,0.001855831,1868491.2698137355,100,0.19182226551809978,0.1766520313833671,6.454405324142739e-4
RScach3,0.0901714210262083,0.05,1229,72,1229,14.4831718555573,0.010348796,189942.2065931763,100,0.19432430456300165,0.02128588085779325,0.006470389188603603
RScach2,0.0859317226079183,0.05,1904,48,1904,11.33448166661,0.007313712,280427.8511751528,100,0.15386969100489278,0.015386335780571777,0.006789625181739805
RSpet1,0.61617046818727506,0.05,827,70,827,17.4823675040354,0.002580679,873387.6999860746,100,0.23188988010881553,0.15684376063038322,9.468876193392532e-4
RSsmar2,0.303243320193804,0.05,1427,58,1427,13.2828671976551,0.002438854,741678.8563802643,100,0.17902233480765165,0.062023875818213045,0.001924013321566722
RSmorr1,0.538530784487802,0.05,2822,114,2822,9.28796276020275,0.003549509,2604763.0703803725,100,0.1270382864725203,0.07267451778356149,0.001083399880814459
RScris,0.284703468659045,0.05,2179,29,2179,10.6238143689126,9.837679999999999e-4,1063287.4082142848,100,0.144599922090467,0.04591742204270578,0.002049304809937959
MGlavr3,0.123350541540449,0.05,4137,384,1723.75,11.9089103035473,0.02377655,364431.59509047895,154.91933384829667,0.10575835107716713,0.014378415975362357,0.01135192462929261
RSsetape,0.452723370843213,0.05,1733,45,1733,11.9491878420072,0.001753585,1344720.914480521,100,0.161846759717764,0.08039257923291286,0.0012887432487576614
RSsini,0.751887932508693,0.05,1024,69,1024,15.9827794262834,0.0010025908,1319634.780981862,100,0.21322937889249002,0.1692803361335595,7.759722725996221e-4
MGuberl1,0.620615293430654,0.05,1393,89,1266.36363636364,14.0704372426325,0.00456781,1347043.395583155,104.880884817015,0.18072223684266936,0.12041503020374801,0.0010341166472940166
SCside,0.727896695345763,0.05,1715,107,1715,11.9270010242171,0.001673747,2139609.681222523,100,0.16155950381910467,0.12300608400078446,8.015480650751632e-4
MGlavr6,0.105464946828223,0.05,1666,165,1487.5,12.8269003890637,0.031432550000000004,268884.51664523035,105.83005244258364,0.164060263239121,0.020278654788869,0.006195968517585345
SCorle,0.534556814170092,0.05,2143,118,2143,10.9845161606949,0.00805138,1963435.881031683,100,0.14931117042025382,0.08577640951345268,0.001091454027454141
SCilho,0.872568596003357,0.05,1260,136,1260,13.9270703898743,0.0062879419999999995,1884390.0652154514,100,0.18725344598046595,0.16738562719083266,6.686513706788929e-4
SCilho2,0.87152078954513,0.05,1832,182,1832,11.4876799057428,0.008100332,2736553.2471261485,100,0.15586131556754726,0.13861207511926552,6.694552725856567e-4
SCvolta1,0.939375134560099,0.05,1660,53,1660,12.1914011631855,0.001522699,2672685.3333468414,100,0.16497949159515904,0.15654335677356984,6.210981814014308e-4
SCcric1,0.257688402725365,0.05,1412,137,1412,13.3454745459611,0.03439723,623634.6720060551,100,0.17982415471654783,0.05347700721590515,0.002264146083247742
SCvolta2,0.810348171360328,0.05,2059,78,2059,11.0100478772787,0.001445474,2859754.0603247955,100,0.14964415353929797,0.12480589329166798,7.199919841240298e-4
SCtimbe1,0.794756496345566,0.05,3161,149,3161,8.87286542443211,0.002425229,4305853.649390047,100,0.12154486508871569,0.09907000048153129,7.341169155732398e-4
SCarar,0.0576726724615995,0.05,2034,26,2034,11.0629265831166,0.001567306,201058.1616101038,100,0.15033358607979674,0.01010109569922571,0.010116475669087115
SPpesmE,0.899700419807692,0.05,1240,142,1240,14.2694304353903,0.004731973,1912142.6591016536,100,0.19161038231378733,0.17576996611413956,6.484871796033075e-4
SPpei1,0.975925350225875,0.05,3078,172,1554.54545454545,12.5642486382412,0.0049232600000000005,2600283.5388155114,140.7124727947031,0.12228906204987779,0.11969739277488185,0.0011837170654866735
MGuberl3,0.863336341978253,0.05,976,86,976,15.8582804161596,0.003801618,1444210.5817363174,100,0.21166902110985575,0.18818528109751456,6.758017233377378e-4
ESsoor,0.994759334898679,0.05,1519,265,1519,12.8468910798371,0.0072209710000000005,2589861.140947626,100,0.17342760928811568,0.17267567404782455,5.865179317854085e-4
SPpesmG,0.972615491332908,0.05,1496,151,1496,12.8851157104382,0.003136731,2493867.975097327,100,0.1739189089771736,0.16996571809096545,5.99871370472856e-4
SPpesmI,0.987242723924714,0.05,1995,204,1995,11.2685954645347,0.004502639,3375728.605500516,100,0.15301242327434691,0.15135585145819094,5.90983527748435e-4
SPpesmJ,0.987726950190507,0.05,1816,206,1816,11.7526088753929,0.004200283,3074350.8621241148,100,0.15929989210022483,0.15765302330790104,5.906938021853818e-4
SPpesmD,0.888774351326571,0.05,1281,155,1281,13.7014459362353,0.005729364,1951377.6433028027,100,0.18437546599049964,0.16729903344334437,6.564592990989916e-4
SPpesmF,0.934982214886836,0.05,1379,104,1379,13.1786915533692,0.002354929,2209877.9993808414,100,0.17768725401532606,0.16807617811476644,6.240163485886393e-4
SPpesmH,0.938227771318037,0.05,1528,152,1528,12.4741983110445,0.003785092,2457153.6827783855,100,0.16862960543799116,0.15987837218474318,6.218577253467677e-4
SPpesmB,0.877020152962385,0.05,1076,134,1076,15.4289749059085,0.005291674,1617418.9484356365,100,0.20627567068999236,0.18561659573710185,6.65257446773889e-4
SPpesmA,0.614794566702037,0.05,1670,84,1670,12.1609263482068,0.006529715,1759734.6035595213,100,0.1645856638099937,0.10803576272892033,9.4900674034709e-4
SPpesmK,0.999870427158468,0.05,1852,189,1852,11.642398965676,0.003085371,3173842.6228998415,100,0.15787031111114164,0.1578530844024344,5.835197960470658e-4
SPpesmN,0.999653989121875,0.05,1431,150,1431,13.4307365326959,0.002476196,2451828.1071605156,100,0.1809154682629785,0.18086419140982177,5.836461356409093e-4
SPpecb1,0.960615159426555,0.05,11529,224,1125.87890625,15.0649946549857,0.001025471,1853710.0339144883,320,0.06547032510383693,0.06305437490905706,0.006219419320752208
SPeec1,0.429891122108479,0.05,12105,144,1182.12890625,14.5009461052795,0.001502541,871011.7140128647,320,0.06305898797666541,0.02811940547401705,0.013897631691117773
MGuberl7,0.887811622364622,0.0999999999999999,945,73,945,10.757938985933,0.007970080000000001,1437981.5598133237,100,0.1463532949788738,0.1321031766368516,6.571711532397385e-4
SPjabo1,0.0155802041005414,0.0999999999999999,1694,76,1323.4375,9.05791008378072,0.0112542,35340.87201137321,113.13708498984761,0.11001896224432728,0.0019223137816214134,0.047933169262344345
SPpesm6,0.590593209876543,0.0999999999999999,1892,88,1892,7.6457529384459,0.008656758,1915182.9370959993,100,0.10520439715332978,0.06492961152352202,9.87895183981144e-4
SPigua1,0.705151439190278,0.0999999999999999,1826,173,1826,7.79508998649418,0.006483541,2206906.084664803,100,0.10720104701741787,0.0780603086323466,8.274026759400334e-4
MGvico4,0.203454803717689,0.0999999999999999,1371,131,1371,8.94303092897381,0.01122562,478086.06506593927,100,0.12247465011004005,0.027611765722593114,0.002867684503230411
SPpesmC,0.883012144988627,0.0999999999999999,1119,131,1119,9.99523755785723,0.006352064,1693547.7480516473,100,0.13635867231947166,0.12235826046165289,6.607431064682768e-4
SPcara1,0.850301625856528,0.0999999999999999,2166,181,2166,7.14580988196238,0.004715301,3156691.5230985167,100,0.09850388230486491,0.08501158108759875,6.861614396435915e-4
SPcara3,0.756191086934286,0.0999999999999999,1735,143,1735,7.97785467931029,0.007257431,2248701.0127528775,100,0.10964159246613715,0.08518718450738823,7.715565520540231e-4
MGuberl6,0.897604940383112,0.0999999999999999,994,79,955.769230769231,10.7856306951858,0.003269595,1470411.740228197,101.98039027185568,0.14397679061785087,0.13116802474562433,6.760011313876877e-4
PRrico1,0.150749959057744,0.0999999999999999,1019,66,1019,10.3948661829638,0.007550499,263288.6084233165,100,0.14160277707589425,0.024264577913128256,0.003870277586646087
RScamb1,0.444885569575086,0.0999999999999999,1178,42,1178,9.67423418386999,0.007673391,898243.9314364613,100,0.13213473442493923,0.06343800799054934,0.0013114477691111767
PRdiam3,0.229984477843697,0.0999999999999999,1130,77,1046.2962962963,10.2132079822999,0.006007818,412433.4639618817,103.92304845413246,0.13415493488222868,0.034407940458170666,0.002739835873513013
RSgaur,0.254016492149773,0.0999999999999999,1540,84,1540,8.37885203590421,0.00827987,670476.1246029384,100,0.11498459857909656,0.0319484108981203,0.0022968752256644497
BAlenc4,0.480010759036093,0.0999999999999999,1125,150,1092.23300970874,10.0344066286479,0.02756719,898601.1122594093,101.4889156509221,0.13493813681372457,0.06965951331036717,0.0012519459242280946
BAuruc,0.944174531065876,0.0999999999999999,2530,458,2530,6.62942405042392,0.03097682,4094241.769542142,100,0.09155675081770516,0.0868896625865124,6.179410358277228e-4
BAjuss,0.822843111251237,0.0999999999999999,1400,265,1400,8.87251585481566,0.01792132,1974448.2505442381,100,0.12154023159944773,0.10220928078775346,7.09058847004019e-4
PEsvfer,0.764221922515876,0.0999999999999999,1390,120,1390,8.8573505226608,0.005158094,1820685.6707782818,100,0.12133920578140676,0.09546114079629035,7.634486404266706e-4
PEalia,0.718189314043546,0.0999999999999999,649,79,649,13.0010813017961,0.005888118,798885.0940970514,100,0.17540849786154789,0.13252761224099638,8.123821620849483e-4
PEcabo2,0.775969806576159,0.0999999999999999,1575,81,1575,8.3525812972331,0.004284961,2094720.4052448557,100,0.11463505186949409,0.09129802878443646,7.518903220002268e-4
PEbrejo,0.652514641031126,0.0999999999999999,1553,62,1553,8.41253519062991,0.002262882,1736850.3429020736,100,0.11543267059137306,0.07846899006327675,8.941472743155974e-4
PEcaru1,0.633257700082464,0.0999999999999999,1424,92,1424,8.79706479038042,0.004715111,1545578.795509876,100,0.12053985374098408,0.07986331307623085,9.2133769183229e-4
MGubera,0.819681253972354,0.0999999999999999,805,90,805,11.7525356725949,0.010158084,1130945.210057057,100,0.15929894296146144,0.134435974999879,7.117939868717311e-4
PEmata2,0.657696033445498,0.0999999999999999,1145,88,1145,9.81906269668307,0.006764771,1290718.0740394613,100,0.13404174491244297,0.09239823405555002,8.8710309635363e-4
MGlavr2,0.0596977983809989,0.0999999999999999,3120,175,1500,8.67793710504854,0.01535381,153479.45776964532,144.22205101855957,0.08328391967068384,0.005394305807298342,0.0203284533665916
MGipia1,0.892023291310984,0.0999999999999999,837,50,837,11.49663371933,0.0011601256,1279682.8051941881,100,0.15597764479276008,0.14151915092698086,6.54068333654751e-4
MGvico1,0.230771788647624,0.0999999999999999,1826,94,1826,7.7800382184212,0.01476426,722244.3807534995,100,0.10699990458269629,0.02690722131966218,0.002528230123569781
SPeec4,0.368274401173212,0.0999999999999999,1218,86,1218,9.46983506112249,0.0024819020000000002,768810.8478292332,100,0.12943976212728567,0.05191441385579764,0.0015842648467292958
SPeec5,0.412073966642495,0.0999999999999999,1111,77,1111,9.955875054089,0.003665061,784675.1867077601,100,0.13584127418463657,0.06083523576513378,0.0014158724766885926
MGvico3,0.201646421828803,0.0999999999999999,1639,121,1639,8.20642539010277,0.009424805,566461.1839974624,100,0.11268910638353535,0.02496978010865099,0.0028934021364601433
MSdour,0.0753116519366682,0.0999999999999999,1046,124,1046,10.2629709611071,0.01206523,135018.89226522692,100,0.13987375908122024,0.012099004715445965,0.007747064003052773
SCside1,0.667485387440862,0.0999999999999999,1417,115,1417,8.75160772433362,0.00703804,1621109.291850584,100,0.11993688033505263,0.083381430290359,8.740928246623136e-4
MGvico16,0.210647243466788,0.0999999999999999,1653,91,1653,8.16634605399307,0.008965825,596800.6893785914,100,0.11215510977290813,0.025919847378743782,0.0027697689185331846
SPpesmL,0.999872716858652,0.0999999999999999,1596,175,1596,8.39652435986114,0.007150975,2735131.97949214,100,0.11521969978782731,0.11520672382962012,5.835184597915987e-4
SPpesmS,0.834564677800723,0.0999999999999999,2184,141,2184,7.14503478656433,0.002744069,3124016.4777567065,100,0.09849347463956902,0.08356073864768729,6.991000257361915e-4
PRrico3,0.104369417595287,0.0999999999999999,1162,46,1162,9.69737207761221,0.005469435,207864.37811264026,100,0.13243954058990995,0.015682894036653097,0.005590183419355866
PRanto4,0.910542733134695,0.0999999999999999,1922,129,1922,7.55681036359276,0.006125333,2999538.207582168,100,0.1040141671470725,0.095598874656854,6.407653001857452e-4
PRanto5,0.904052991381646,0.0999999999999999,1762,128,1762,7.97401757573878,0.0058069869999999996,2730237.7919211523,100,0.10959038809538146,0.10012835480953751,6.45365032018019e-4
PRanto6,0.907041789373292,0.0999999999999999,1672,132,1672,8.14714894760815,0.007146828,2599346.9533654223,100,0.11189928042385015,0.10256419184610627,6.432384864341526e-4
PRanto7,0.896132461103336,0.0999999999999999,1983,83,1983,7.4528245456856,0.00262256,3045759.4877837924,100,0.10262162524625734,0.09295336468152497,6.510691365991292e-4
PRanto8,0.963077430034025,0.0999999999999999,1524,144,1524,8.46693584683782,0.004958767,2515630.5165792233,100,0.11615609865826583,0.11234915798909292,6.058123360947094e-4
PRanto9,0.940862084770845,0.0999999999999999,1604,140,1604,8.22627642705295,0.004425734,2586610.366017395,100,0.1129535319710922,0.10698836031601111,6.201165900644245e-4
PRanto10,0.935790101690086,0.0999999999999999,1967,137,1967,7.54195894597504,0.003747733,3154884.6808966193,100,0.10381534831997691,0.0978013162910579,6.234776224660541e-4
PRanto11,0.941077571652564,0.0999999999999999,1746,102,1746,7.90364194928281,0.002549066,2816244.423483012,100,0.10865099677669138,0.1029078301335072,6.199745964665316e-4
PRanto12,0.956083671010842,0.0999999999999999,1471,155,1471,8.7338596445652,0.007236831,2410511.767254408,100,0.1197014016376873,0.1150493522455648,6.102438577495436e-4
PRanto13,0.941618186926423,0.0999999999999999,1685,133,1685,8.13834176274923,0.006817342,2719414.6044145343,100,0.11178189954905847,0.10594728473944112,6.196186478018733e-4
PRanto14,0.949015576583043,0.0999999999999999,2134,73,2134,7.09818514512311,0.003083679,3471110.4901243416,100,0.09786428517483622,0.09334045829338204,6.147888423809742e-4
PRanto15,0.921997528960791,0.0999999999999999,1658,143,1658,8.18825499107027,0.006724829,2620082.494895003,100,0.11244703317199121,0.10459328978578357,6.328045026179386e-4
SCside4,0.563868001301749,0.0999999999999999,1423,143,1423,8.77651921740009,0.01658455,1375254.3649043604,100,0.12026734890407759,0.0715688715351996,0.00103471767573627
SPcana1,0.904674464613452,0.0999999999999999,2311,162,1925.83333333333,7.6222511174213,0.005037938,2986150.6488728817,109.54451150103331,0.09598205898451367,0.08763433174970238,7.739060321261031e-4
MGuberl5,0.897444850913581,0.0999999999999999,958,69,958,10.7959214165926,0.00276494,1473580.8244516237,100,0.14684950033266086,0.1338044459567582,6.501170374258289e-4
SCsjo1,0.414187734753475,0.0999999999999999,1470,80,1441.17647058824,8.67878137192637,0.0075169,1023092.9200895691,100.99504938362061,0.11783502100974975,0.05242465226323409,0.0014368196388958546
PRtiba1,0.168194965603502,0.0999999999999999,1493,127,1493,8.61904157123007,0.01170463,430401.208765947,100,0.11817725240104392,0.02204372680340335,0.0034688564288208033
PRsapo,0.412833295700075,0.0999999999999999,1482,124,1482,8.6139662539087,0.01627356,1048633.197648185,100,0.11810984981138731,0.052393152662204553,0.0014132682460594851
PRdiam4,0.238517200234214,0.0999999999999999,1487,73,1239.16666666667,9.27998194700197,0.004358903,506582.41211956425,109.54451150103309,0.11621579274144013,0.030410700840693763,0.002935356546979835
PRtele,0.720622255888005,0.0999999999999999,1041,108,1041,10.4346866940555,0.01109243,1285757.5482915791,100,0.14212444238849045,0.10665283715433777,8.096394233758961e-4
SCserra4,0.393410110559205,0.0999999999999999,1457,56,1457,8.70653521562839,0.002585251,982439.3543380382,100,0.11933880386234541,0.050612948800578504,0.0014830431960675251
SPpesmU,0.822512011752552,0.0999999999999999,2182,132,2182,7.10938222065988,0.0024166450000000003,3076080.3644815474,100,0.09801468156832813,0.08204555251851219,7.093442763052653e-4
PRdiam2,0.31230878974511,0.0999999999999999,1146,85,1091.42857142857,10.144625209488,0.004122599,584225.0953992106,102.46950765959606,0.13510840887248282,0.0465176299400023,0.0019615727037828106
PRvent,0.330619477161735,0.0999999999999999,1270,107,1270,9.32526564851793,0.02479286,719669.0700266818,100,0.12753111062024106,0.046099650688922175,0.0017646999890559626
RJpnrj,0.0932031292485298,0.0999999999999999,2164,84,1502.77777777778,8.5490479320796,0.0046478249999999995,240063.39320856787,119.99999999999991,0.09821377987096398,0.010048775000870227,0.00901428564795762
RSvsol,0.602441139584327,0.0999999999999999,1855,55,1855,7.73461278330277,0.001773574,1915398.8289416232,100,0.10639273004793008,0.06692615817692765,9.684667088498758e-4
RScama,0.465012320561114,0.0999999999999999,2236,69,2236,6.92391772825043,0.003216365,1782119.9878978007,100,0.09552195159961206,0.046811073830546765,0.0012546854393556289
RScach1,0.11193208229449,0.0999999999999999,1547,49,1547,8.48559711247252,0.004238839,296787.48190736095,100,0.1164041907735956,0.014531561078125962,0.005212483997161577
RScach4,0.0789365443017742,0.0999999999999999,1096,55,1096,10.071639156345,0.007996663,148282.31110072994,100,0.1373624856102874,0.01241346629499874,0.007391306433411833
RSfaxi,0.330205922067901,0.0999999999999999,1211,74,1211,9.48594957695378,0.009902204,685377.2477890621,100,0.12965238151568093,0.046883353207324424,0.0017669101270964692
RSmaqu4,0.266944616018118,0.0999999999999999,1531,85,1531,8.45035519537834,0.004709599,700482.0953218031,100,0.11593563803531579,0.033822910296735946,0.0021856375919168283
RSrioz1,0.90394723979702,0.0999999999999999,1206,78,1206,9.6076214977382,0.003558033,1868491.2698137355,100,0.13125691542716927,0.12016430862295265,6.454405324142739e-4
RScach3,0.0901714210262083,0.0999999999999999,1229,72,1229,9.43531485935924,0.01135377,189942.2065931763,100,0.12898420553391948,0.013177063886212927,0.006470389188603603
RScach2,0.0859317226079183,0.0999999999999999,1904,48,1904,7.6454503404533,0.007212987,280427.8511751528,100,0.10520034912657882,0.010001825808798383,0.006789625181739805
RSpet1,0.61617046818727506,0.0999999999999999,827,70,827,11.448564125102,0.003068227,873387.6999860746,100,0.15535302303487503,0.10179381636345251,9.468876193392532e-4
RSsmar2,0.303243320193804,0.0999999999999999,1427,58,1427,8.77986476943752,0.002826819,741678.8563802643,100,0.1203117252887053,0.03982191877208573,0.001924013321566722
RSmorr1,0.538530784487802,0.0999999999999999,2822,114,2822,6.27699171302228,0.003700721,2604763.0703803725,100,0.08680003685240227,0.048694996561487125,0.001083399880814459
RScris,0.284703468659045,0.0999999999999999,2179,29,2179,7.08874760702972,0.001044468,1063287.4082142848,100,0.09773751272289205,0.02991780139354149,0.002049304809937959
MGlavr3,0.123350541540449,0.0999999999999999,4137,384,1723.75,8.07566566752105,0.02325081,364431.59509047895,154.91933384829667,0.07236172971662147,0.009530429655140145,0.01135192462929261
RSsetape,0.452723370843213,0.0999999999999999,1733,45,1733,7.96222971738126,0.002163712,1344720.914480521,100,0.10943307537265524,0.052699066533859605,0.0012887432487576614
RSsini,0.751887932508693,0.0999999999999999,1024,69,1024,10.3864363153882,0.001829958,1319634.780981862,100,0.14149232189715988,0.11025704807171656,7.759722725996221e-4
MGuberl1,0.620615293430654,0.0999999999999999,1393,89,1266.36363636364,9.3769238499197,0.005889464,1347043.395583155,104.880884817015,0.1224417311864344,0.07969106158089494,0.0010341166472940166
SCside,0.727896695345763,0.0999999999999999,1715,107,1715,7.99010713938584,0.002639,2139609.681222523,100,0.10980508601563656,0.08238838637327506,8.015480650751632e-4
MGlavr6,0.105464946828223,0.0999999999999999,1666,165,1487.5,8.61019958463283,0.029877149999999998,268884.51664523035,105.83005244258364,0.11174900646008912,0.013094582008563537,0.006195968517585345
SCorle,0.534556814170092,0.0999999999999999,2143,118,2143,7.13702996183912,0.00860776,1963435.881031683,100,0.09838598559950483,0.05511687065069637,0.001091454027454141
SCilho,0.872568596003357,0.0999999999999999,1260,136,1260,9.38063389000903,0.008384809,1884390.0652154514,100,0.12826234697918645,0.11377734704785991,6.686513706788929e-4
SCilho2,0.87152078954513,0.0999999999999999,1832,182,1832,7.71371220968559,0.009726578,2736553.2471261485,100,0.10611329530406916,0.09375818122967175,6.694552725856567e-4
SCvolta1,0.939375134560099,0.0999999999999999,1660,53,1660,8.1117951026124,0.001871779,2672685.3333468414,100,0.11142804260323444,0.10538463842536785,6.210981814014308e-4
SCcric1,0.257688402725365,0.0999999999999999,1412,137,1412,8.78066647294122,0.03322795,623634.6720060551,100,0.12032235915308559,0.03404660648796609,0.002264146083247742
SCvolta2,0.810348171360328,0.0999999999999999,2059,78,2059,7.31172851156728,0.0016534780000000001,2859754.0603247955,100,0.1007303871727678,0.08321642687699306,7.199919841240298e-4
SCtimbe1,0.794756496345566,0.0999999999999999,3161,149,3161,5.94191606651424,0.003009557,4305853.649390047,100,0.08226606454668581,0.06650438756823011,7.341169155732398e-4
SCarar,0.0576726724615995,0.0999999999999999,2034,26,2034,7.35310189312804,0.001575763,201058.1616101038,100,0.1012851584176097,0.0064577365010899165,0.010116475669087115
SPpesmE,0.899700419807692,0.0999999999999999,1240,142,1240,9.49710794995877,0.006445684,1912142.6591016536,100,0.12979959295028742,0.11832115298150801,6.484871796033075e-4
SPpei1,0.975925350225875,0.0999999999999999,3078,172,1554.54545454545,8.46214238905672,0.006308871,2600283.5388155114,140.7124727947031,0.0832394518494287,0.08139861081184932,0.0011837170654866735
MGuberl3,0.863336341978253,0.0999999999999999,976,86,976,10.6042365683022,0.007007216,1444210.5817363174,100,0.1443438360693588,0.12712501829425935,6.758017233377378e-4
ESsoor,0.994759334898679,0.0999999999999999,1519,265,1519,8.49983963527243,0.01565316,2589861.140947626,100,0.11659351449392417,0.11605339875683178,5.865179317854085e-4
SPpesmG,0.972615491332908,0.0999999999999999,1496,151,1496,8.62872868465783,0.004613302,2493867.975097327,100,0.11830589464918623,0.11544014291597995,5.99871370472856e-4
SPpesmI,0.987242723924714,0.0999999999999999,1995,204,1995,7.41425162991093,0.007299037,3375728.605500516,100,0.10210479522025444,0.10093369027053874,5.90983527748435e-4
SPpesmJ,0.987726950190507,0.0999999999999999,1816,206,1816,7.78090492981019,0.0080385850000000009,3074350.8621241148,100,0.10701148738754648,0.10583713204420898,5.906938021853818e-4
SPpesmD,0.888774351326571,0.0999999999999999,1281,155,1281,9.32457253118504,0.007602251,1951377.6433028027,100,0.1275219548254072,0.11496892887266072,6.564592990989916e-4
SPpesmF,0.934982214886836,0.0999999999999999,1379,104,1379,8.88522478287059,0.003078289,2209877.9993808414,100,0.1217086785476882,0.1147031218764225,6.240163485886393e-4
SPpesmH,0.938227771318037,0.0999999999999999,1528,152,1528,8.52727155934817,0.004943096,2457153.6827783855,100,0.11695810577283847,0.11053190975281535,6.218577253467677e-4
SPpesmB,0.877020152962385,0.0999999999999999,1076,134,1076,10.1078871464991,0.00662583,1617418.9484356365,100,0.13783853042109193,0.12297170687768558,6.65257446773889e-4
SPpesmA,0.614794566702037,0.0999999999999999,1670,84,1670,8.23226344946112,0.006805135,1759734.6035595213,100,0.11303327432190112,0.07265574916637998,9.4900674034709e-4
SPpesmK,0.999870427158468,0.0999999999999999,1852,189,1852,7.70526144704522,0.006907992,3173842.6228998415,100,0.10600029860054597,0.10598801956065325,5.835197960470658e-4
SPpesmN,0.999653989121875,0.0999999999999999,1431,150,1431,8.73891546018443,0.004130357,2451828.1071605156,100,0.11976848460425484,0.11973200524352486,5.836461356409093e-4
SPpecb1,0.960615159426555,0.0999999999999999,11529,224,1125.87890625,9.93773804298698,0.001173461,1853710.0339144883,320,0.0434367923398391,0.041797546398718945,0.006219419320752208
SPeec1,0.429891122108479,0.0999999999999999,12105,144,1182.12890625,9.73357834000445,0.001520698,871011.7140128647,320,0.0425541352146796,0.018748492559234105,0.013897631691117773
MGuberl7,0.887811622364622,0.15,945,73,945,8.42297881810767,0.01246426,1437981.5598133237,100,0.115571574471195,0.10395362767057056,6.571711532397385e-4
SPjabo1,0.0155802041005414,0.15,1694,76,1323.4375,7.13831899071373,0.010962069999999999,35340.87201137321,113.13708498984761,0.087238534320817,0.0014868870487780453,0.047933169262344345
SPpesm6,0.590593209876543,0.15,1892,88,1892,5.98805972293045,0.008562767,1915182.9370959993,100,0.08289110975792481,0.050674630112006756,9.87895183981144e-4
SPigua1,0.705151439190278,0.15,1826,173,1826,5.99308217144752,0.008265475,2206906.084664803,100,0.08295912917250599,0.059965528945428864,8.274026759400334e-4
MGvico4,0.203454803717689,0.15,1371,131,1371,6.90619058825846,0.01162148,478086.06506593927,100,0.0952835104016348,0.02097807383489735,0.002867684503230411
